date,provider,draw_info,1st,2nd,3rd,special,consolation
4D Jackpot 3D,4571/17,16-07-2017 (Sun) Draw No: 4571/17,1st Prize 首獎 2997 | 2nd Prize 二獎 3104 | 3rd Prize 三獎 1381 | ,0591 6018 7679 3205 1404 4491 1062 1105 0652 6187,0461 8777 8524 9227 4923 1764 2282 0023 1397 4773,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won | 3D Jackpot Prize RM 639,125.70 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 639,125.70"
4D Jackpot,4624/17,16-07-2017 (Sun) Draw No: 4624/17,1st 首獎 9118 Zodiac | 2nd 二獎 0780 | 3rd 三獎 1767 | ,2999 **** 9726 6826 4968 1082 7247 **** 5491 7325 3914 9179 ****,4053 1864 3341 6164 4879 3891 1815 7904 9825 3783,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 9118 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4624/17,16-07-2017 (Sun) Draw No: 4624/17,1st 52069 4th 2069 | 2nd 62044 5th 069 | 3rd 33732 6th 69 | 1st 487058 | 2nd 48705 or 87058 | 3rd 4870 or 7058 | ,,,"Jackpot RM 9,312,635.65 | Jackpot RM 21,595,373.51 | Jackpot RM 52,923,037.74 | ","Power Toto 6/55 Jackpot RM 9,312,635.65 Supreme Toto 6/58 Jackpot RM 21,595,373.51 Jackpot RM 52,923,037.74 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,854/17,16-07-2017 (Sun) Draw No: 854/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 8,724,272.40 | Jackpot 2 | Prize : RM 168,543.41Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 8,724,272.40 Jackpot 2 Prize : RM 168,543.41Partially Won"
4D,4134,16-07-2017 (Sun) Draw No: 4134,1st Prize 首獎 4722 | 2nd Prize 二獎 9319 | 3rd Prize 三獎 5154 | ,0325 0688 1955 3259 3930 4413 5001 5300 6907 8508,1274 3724 5523 7195 7532 7550 8125 8145 8798 9668,,
4D,096/17,16-07-2017 (Sun) Draw No: 096/17,1st Prize 首獎 0389 | 2nd Prize 二獎 6986 | 3rd Prize 三獎 2066 | ,3271 7396 7234 7681 1442 3565 5379 - 4383 - 2579 - 0270,9953 0720 4381 7276 5713 1556 7512 1318 6465 7229,,
https://www.live4d2u.net/images/cashsweep,3783,16-07-2017 (Sun) Draw No: 3783,1st Prize 首獎 2661 | 2nd Prize 二獎 2544 | 3rd Prize 三獎 4716 | ,砂勞越大萬 Date: 16-07-2017 (Sun) Draw No: 3783 1st Prize 首獎 2661 2nd Prize 二獎 2544 3rd Prize 三獎 4716 5320 1902 6823 7712 5104 3604 4404 2953 4526 0981,0424 5574 4309 9327 7708 4217 2044 9132 6428 0524,,
4D Jackpot 3D,2690/17,16-07-2017 (Sun) Draw No: 2690/17,1st Prize 首獎 7150 | 2nd Prize 二獎 3235 | 3rd Prize 三獎 1042 | 1st Prize 首獎 459 | 2nd Prize 二獎 512 | 3rd Prize 三獎 466 | ,9512 9032 8806 9201 6906 2893   5239 0470 8895   5246,2457 7100 8173 0077 9321 0832 9267 3052 8486 8961,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2690/17,16-07-2017 (Sun) Draw No: 2690/17,,,,"Jackpot 1 RM 841,142.65 | Jackpot 2 RM 9,513.59 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 841,142.65 Jackpot 2 RM 9,513.59 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,855/17,19-07-2017 (Wed) Draw No: 855/17,1st Prize 首獎 2658 | 2nd Prize 二獎 8333 | 3rd Prize 三獎 3714 | ,---- 9097 8230 1842 6985 8468 8993 ---- 9027 5529 ---- 3337 1649,0588 4087 0311 3874 0859 7698 0347 1868 8680 3839,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4572/17,19-07-2017 (Wed) Draw No: 4572/17,1st Prize 首獎 1671 | 2nd Prize 二獎 7541 | 3rd Prize 三獎 0467 | ,0803 7867 0391 8198 0138 9576 2758 8416 9654 4504,0943 0731 8639 9778 3018 4863 3191 1967 7213 8200,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 648,752.90 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 648,752.90"
4D Jackpot,4625/17,19-07-2017 (Wed) Draw No: 4625/17,1st 首獎 9160 Zodiac | 2nd 二獎 9572 | 3rd 三獎 2641 | ,**** 5583 **** 3394 8549 5740 1987 **** 8177 1023 3602 9759 8812,8999 9000 6933 3103 6612 8269 8664 1109 2213 7239,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 9160 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4625/17,19-07-2017 (Wed) Draw No: 4625/17,1st 75292 4th 5292 | 2nd 27419 5th 292 | 3rd 54724 6th 92 | 1st 759244 | 2nd 75924 or 59244 | 3rd 7592 or 9244 | ,,,"Jackpot RM 9,416,504.06 | Jackpot RM 21,772,884.42 | Jackpot RM 53,492,583.15 | ","Power Toto 6/55 Jackpot RM 9,416,504.06 Supreme Toto 6/58 Jackpot RM 21,772,884.42 Jackpot RM 53,492,583.15 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,855/17,19-07-2017 (Wed) Draw No: 855/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 8,783,672.80 | Jackpot 2 | Prize : RM 172,726.72 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 8,783,672.80 Jackpot 2 Prize : RM 172,726.72"
4D,4135,19-07-2017 (Wed) Draw No: 4135,1st Prize 首獎 2970 | 2nd Prize 二獎 8575 | 3rd Prize 三獎 0889 | ,0558 1451 1774 3774 4025 4544 5999 6578 8233 8530,0339 0887 1361 2810 2935 3797 5745 7249 8235 8934,,
4D,097/17,19-07-2017 (Wed) Draw No: 097/17,1st Prize 首獎 2382 | 2nd Prize 二獎 7647 | 3rd Prize 三獎 1139 | ,- - 0025 3024 4697 2405 2970 - 1794 7743 9435 2650 9365,3102 7710 5402 9111 6511 4392 1895 5913 4686 5248,,
https://www.live4d2u.net/images/cashsweep,3784,19-07-2017 (Wed) Draw No: 3784,1st Prize 首獎 1042 | 2nd Prize 二獎 1249 | 3rd Prize 三獎 7233 | ,砂勞越大萬 Date: 19-07-2017 (Wed) Draw No: 3784 1st Prize 首獎 1042 2nd Prize 二獎 1249 3rd Prize 三獎 7233 9120 1024 2470 5155 3259 1179 1396 3095 1841 9598,9728 5542 1986 3583 4906 8454 4144 7486 0505 9227,,
4D Jackpot 3D,2691/17,19-07-2017 (Wed) Draw No: 2691/17,1st Prize 首獎 3398 | 2nd Prize 二獎 4993 | 3rd Prize 三獎 4523 | 1st Prize 首獎 822 | 2nd Prize 二獎 455 | 3rd Prize 三獎 769 | ,2180 8980 0814   2958 0718 6115 8294 9165 8979 0716,2985 7855 3896 8328 1804 0796 3351 1282 2532 6170,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2691/17,19-07-2017 (Wed) Draw No: 2691/17,,,,"Jackpot 1 RM 850,009.92 | Jackpot 2 RM 10,093.68 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 850,009.92 Jackpot 2 RM 10,093.68 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,856/17,22-07-2017 (Sat) Draw No: 856/17,1st Prize 首獎 6273 | 2nd Prize 二獎 7009 | 3rd Prize 三獎 6957 | ,3639 7898 1827 8280 6137 ---- 8105 2915 ---- ---- 8047 0197 4782,8841 6940 9539 4769 6042 1224 6724 6482 7748 6016,4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4573/17,22-07-2017 (Sat) Draw No: 4573/17,1st Prize 首獎 0577 | 2nd Prize 二獎 1169 | 3rd Prize 三獎 0458 | ,3432 7771 2495 6426 4799 4930 7260 9565 8672 1786,5085 6397 2302 6429 1161 3374 3271 0200 5575 6849,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 658,558.10 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 658,558.10"
4D Jackpot,4626/17,22-07-2017 (Sat) Draw No: 4626/17,1st 首獎 9600 Zodiac | 2nd 二獎 4154 | 3rd 三獎 2972 | ,5595 7086 2947 **** 5915 7463 2233 **** 3897 **** 3955 8868 9819,0025 6330 8558 6750 7855 6941 7531 0603 5496 1785,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 9600 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4626/17,22-07-2017 (Sat) Draw No: 4626/17,1st 19775 4th 9775 | 2nd 84325 5th 775 | 3rd 49905 6th 75 | 1st 982986 | 2nd 98298 or 82986 | 3rd 9829 or 2986 | ,,,"Jackpot RM 9,524,239.90 | Jackpot RM 21,956,817.46 | Jackpot RM 54,081,656.64 | ","Power Toto 6/55 Jackpot RM 9,524,239.90 Supreme Toto 6/58 Jackpot RM 21,956,817.46 Jackpot RM 54,081,656.64 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,856/17,22-07-2017 (Sat) Draw No: 856/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 8,841,888.17 | Jackpot 2 | Prize : RM 193,344.66 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 8,841,888.17 Jackpot 2 Prize : RM 193,344.66"
4D,4136,22-07-2017 (Sat) Draw No: 4136,1st Prize 首獎 9674 | 2nd Prize 二獎 6466 | 3rd Prize 三獎 8310 | ,1099 1906 2215 2660 3173 3334 5159 5431 8096 9252,0366 3706 5250 5472 6719 7389 7696 7886 8176 9075,,
4D,098/17,22-07-2017 (Sat) Draw No: 098/17,1st Prize 首獎 2820 | 2nd Prize 二獎 3625 | 3rd Prize 三獎 1392 | ,0945 4443 - - 7298 3865 4360 - 8944 3706 1175 6889 1708,5078 3382 9753 8016 7198 8266 0085 9423 7373 3173,,
https://www.live4d2u.net/images/cashsweep,3785,22-07-2017 (Sat) Draw No: 3785,1st Prize 首獎 0227 | 2nd Prize 二獎 3482 | 3rd Prize 三獎 5012 | ,砂勞越大萬 Date: 22-07-2017 (Sat) Draw No: 3785 1st Prize 首獎 0227 2nd Prize 二獎 3482 3rd Prize 三獎 5012 9245 1752 8080 2243 8571 7749 2055 9078 3025 3447,9252 6845 0415 9992 6411 3342 1962 8135 1171 4882,,
4D Jackpot 3D,2692/17,22-07-2017 (Sat) Draw No: 2692/17,1st Prize 首獎 6491 | 2nd Prize 二獎 9681 | 3rd Prize 三獎 6595 | 1st Prize 首獎 837 | 2nd Prize 二獎 565 | 3rd Prize 三獎 959 | ,6109 6975 1619 4108 4393 7401 7222   4711 0413 4643,6606 4707 8621 2937 3917 5130 3954 2123 4841 6780,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2692/17,22-07-2017 (Sat) Draw No: 2692/17,,,,"Jackpot 1 RM 858,888.08 | Jackpot 2 RM 10,675.40 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 858,888.08 Jackpot 2 RM 10,675.40 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,857/17,23-07-2017 (Sun) Draw No: 857/17,1st Prize 首獎 7693 | 2nd Prize 二獎 8621 | 3rd Prize 三獎 2335 | ,7661 2601 9107 6553 4191 7299 ---- 4835 9203 ---- 0680 ---- 8121,3064 7420 2970 2768 4056 2183 6519 9383 9247 7794,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4574/17,23-07-2017 (Sun) Draw No: 4574/17,1st Prize 首獎 5398 | 2nd Prize 二獎 5054 | 3rd Prize 三獎 0094 | ,8766 0210 3380 7799 6552 3406 4012 0091 2901 1114,0032 1344 9680 8338 4929 8713 5673 5139 2914 3670,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 667,944.00 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 667,944.00"
4D Jackpot,4627/17,23-07-2017 (Sun) Draw No: 4627/17,1st 首獎 8780 Zodiac | 2nd 二獎 6124 | 3rd 三獎 2322 | ,9907 0826 5165 1702 **** 4947 **** 7434 5316 2571 **** 6335 7109,6465 8407 2681 8665 5808 4911 8498 0948 5068 4906,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 8780 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4627/17,23-07-2017 (Sun) Draw No: 4627/17,1st 92607 4th 2607 | 2nd 85133 5th 607 | 3rd 61409 6th 07 | 1st 478712 | 2nd 47871 or 78712 | 3rd 4787 or 8712 | ,,,"Jackpot RM 9,629,880.79 | Jackpot RM 22,139,028.06 | Jackpot RM 54,623,843.29 | ","Power Toto 6/55 Jackpot RM 9,629,880.79 Supreme Toto 6/58 Jackpot RM 22,139,028.06 Jackpot RM 54,623,843.29 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,857/17,23-07-2017 (Sun) Draw No: 857/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 8,895,081.46 | Jackpot 2 | Prize : RM 212,183.95Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 8,895,081.46 Jackpot 2 Prize : RM 212,183.95Partially Won"
4D,4137,23-07-2017 (Sun) Draw No: 4137,1st Prize 首獎 3968 | 2nd Prize 二獎 6880 | 3rd Prize 三獎 5099 | ,0587 2297 2645 2650 3007 4837 6254 7714 8009 8809,0305 0563 0921 2459 2647 3619 4986 6740 7528 9278,,
4D,099/17,23-07-2017 (Sun) Draw No: 099/17,1st Prize 首獎 9715 | 2nd Prize 二獎 8884 | 3rd Prize 三獎 6022 | ,8758 3203 2083 1545 - 7994 - - 3515 1169 5294 1332 6414,3214 5965 0987 9109 7863 4816 8123 2540 7414 1147,,
https://www.live4d2u.net/images/cashsweep,3786,23-07-2017 (Sun) Draw No: 3786,1st Prize 首獎 4615 | 2nd Prize 二獎 8869 | 3rd Prize 三獎 4751 | ,砂勞越大萬 Date: 23-07-2017 (Sun) Draw No: 3786 1st Prize 首獎 4615 2nd Prize 二獎 8869 3rd Prize 三獎 4751 9168 2707 7776 4248 3356 3429 6905 8366 9038 1356,0266 2817 0474 9035 3673 5390 9969 1666 8926 8178,,
4D Jackpot 3D,2693/17,23-07-2017 (Sun) Draw No: 2693/17,1st Prize 首獎 8546 | 2nd Prize 二獎 4649 | 3rd Prize 三獎 6807 | 1st Prize 首獎 554 | 2nd Prize 二獎 855 | 3rd Prize 三獎 203 | ,9518 1780 4553 4448 0565 6744 5110 4011 1745   4857,1569 8983 8275 1889 6930 3551 6157 0550 6728 6995,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2693/17,23-07-2017 (Sun) Draw No: 2693/17,,,,"Jackpot 1 RM 867,707.28 | Jackpot 2 RM 11,248.28 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 867,707.28 Jackpot 2 RM 11,248.28 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,859/17,26-07-2017 (Wed) Draw No: 859/17,1st Prize 首獎 1406 | 2nd Prize 二獎 6246 | 3rd Prize 三獎 6708 | ,2005 4096 ---- 0687 6329 2797 0407 7010 7691 ---- ---- 1159 9673,4823 7932 2000 7927 7175 0700 0664 0057 1689 6402,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won RM 105,240.25 | ",4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4576/17,26-07-2017 (Wed) Draw No: 4576/17,1st Prize 首獎 8218 | 2nd Prize 二獎 8479 | 3rd Prize 三獎 8155 | ,9653 2690 7473 0654 2261 5705 6898 8776 3806 9707,6908 3972 9363 9678 2334 3310 4495 0107 0429 7203,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 684,649.00 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 684,649.00"
4D Jackpot,4629/17,26-07-2017 (Wed) Draw No: 4629/17,1st 首獎 1385 Zodiac | 2nd 二獎 9469 | 3rd 三獎 4615 | ,**** 7833 7563 5535 0755 3021 5880 8027 3263 6222 0192 **** ****,4138 1194 5173 4702 0194 5790 3106 0667 6816 3693,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 1385 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4629/17,26-07-2017 (Wed) Draw No: 4629/17,1st 68800 4th 8800 | 2nd 80858 5th 800 | 3rd 47808 6th 00 | 1st 130871 | 2nd 13087 or 30871 | 3rd 1308 or 0871 | ,,,"Jackpot RM 9,811,977.70 | Jackpot RM 22,453,880.46 | Jackpot RM 55,619,760.36 | ","Power Toto 6/55 Jackpot RM 9,811,977.70 Supreme Toto 6/58 Jackpot RM 22,453,880.46 Jackpot RM 55,619,760.36 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,859/17,26-07-2017 (Wed) Draw No: 859/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 8,992,799.80 | Jackpot 2 | Prize : RM 225,267.47Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 8,992,799.80 Jackpot 2 Prize : RM 225,267.47Partially Won"
4D,4138,26-07-2017 (Wed) Draw No: 4138,1st Prize 首獎 6440 | 2nd Prize 二獎 7404 | 3rd Prize 三獎 1740 | ,0963 1532 5126 5473 6285 9047 9219 9326 9506 9518,0809 1580 2351 2566 4451 4520 5138 7629 8681 9306,,
4D,101/17,26-07-2017 (Wed) Draw No: 101/17,1st Prize 首獎 3247 | 2nd Prize 二獎 4306 | 3rd Prize 三獎 8345 | ,7329 - 2408 - 2445 5288 2758 1036 0144 - 4783 1521 9744,6409 2973 1905 5847 8031 6027 9957 8162 6263 9436,,
https://www.live4d2u.net/images/cashsweep,3788,26-07-2017 (Wed) Draw No: 3788,1st Prize 首獎 9686 | 2nd Prize 二獎 8300 | 3rd Prize 三獎 8360 | ,砂勞越大萬 Date: 26-07-2017 (Wed) Draw No: 3788 1st Prize 首獎 9686 2nd Prize 二獎 8300 3rd Prize 三獎 8360 2801 9507 5833 5452 0017 4768 9592 2943 1898 3104,0778 5359 9913 0389 2002 4982 0900 3213 5385 4250,,
4D Jackpot 3D,2695/17,26-07-2017 (Wed) Draw No: 2695/17,1st Prize 首獎 0267 | 2nd Prize 二獎 2848 | 3rd Prize 三獎 7569 | 1st Prize 首獎 159 | 2nd Prize 二獎 683 | 3rd Prize 三獎 887 | ,7600 1119 1260 8040 2870 8173 9607 4252 5830 4145,8141 1785 6331 0642 0316 6979 5668 4496 7617 1467,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2695/17,26-07-2017 (Wed) Draw No: 2695/17,,,,"Jackpot 1 RM 884,749.59 | Jackpot 2 RM 12,304.63 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 884,749.59 Jackpot 2 RM 12,304.63 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,860/17,29-07-2017 (Sat) Draw No: 860/17,1st Prize 首獎 9958 | 2nd Prize 二獎 8273 | 3rd Prize 三獎 7487 | ,6756 9146 ---- 2860 3226 9285 ---- 5632 5907 ---- 4519 7380 8359,9709 4987 6196 5720 0933 5563 2703 1009 0528 7074,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4577/17,29-07-2017 (Sat) Draw No: 4577/17,1st Prize 首獎 2009 | 2nd Prize 二獎 4741 | 3rd Prize 三獎 5711 | ,3316 9333 6403 0180 3974 2735 0633 5876 1487 8357,6710 5906 4630 4139 9281 0232 6607 5372 1058 0939,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 693,878.40 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 693,878.40"
4D Jackpot,4630/17,29-07-2017 (Sat) Draw No: 4630/17,1st 首獎 9200 Zodiac | 2nd 二獎 9804 | 3rd 三獎 2053 | ,**** 9196 3248 **** 9330 0858 6641 2724 6451 **** 6149 8959 1068,3044 7719 2371 5172 4643 0331 9304 4930 0813 1750,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 9200 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4630/17,29-07-2017 (Sat) Draw No: 4630/17,1st 52806 4th 2806 | 2nd 05628 5th 806 | 3rd 35896 6th 06 | 1st 278845 | 2nd 27884 or 78845 | 3rd 2788 or 8845 | ,,,"Jackpot RM 9,920,278.75 | Jackpot RM 22,641,205.46 | Jackpot RM 56,235,767.90 | ","Power Toto 6/55 Jackpot RM 9,920,278.75 Supreme Toto 6/58 Jackpot RM 22,641,205.46 Jackpot RM 56,235,767.90 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,860/17,29-07-2017 (Sat) Draw No: 860/17,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 9,048,902.90 | Jackpot 2 | Prize : RM 233,873.94Partially Won | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 9,048,902.90 Jackpot 2 Prize : RM 233,873.94Partially Won"
4D,4139,29-07-2017 (Sat) Draw No: 4139,1st Prize 首獎 8835 | 2nd Prize 二獎 5439 | 3rd Prize 三獎 6527 | ,1821 1897 2271 2571 2715 4717 5788 6229 7814 8129,0171 0405 0439 2186 3847 4465 6106 7423 8094 8426,,
4D,102/17,29-07-2017 (Sat) Draw No: 102/17,1st Prize 首獎 8333 | 2nd Prize 二獎 4825 | 3rd Prize 三獎 5396 | ,3912 8310 - - 4064 7736 7905 8750 - 3858 6641 3764 2156,4134 3221 6347 6052 6860 3376 0326 2039 1044 2615,,
https://www.live4d2u.net/images/cashsweep,3789,29-07-2017 (Sat) Draw No: 3789,1st Prize 首獎 0715 | 2nd Prize 二獎 1132 | 3rd Prize 三獎 7166 | ,砂勞越大萬 Date: 29-07-2017 (Sat) Draw No: 3789 1st Prize 首獎 0715 2nd Prize 二獎 1132 3rd Prize 三獎 7166 0178 7818 9204 6173 6261 3443 9818 2445 9802 9850,9162 0633 0690 8499 2708 7016 2109 8726 4861 0835,,
4D Jackpot 3D,2696/17,29-07-2017 (Sat) Draw No: 2696/17,1st Prize 首獎 1155 | 2nd Prize 二獎 9056 | 3rd Prize 三獎 0699 | 1st Prize 首獎 656 | 2nd Prize 二獎 249 | 3rd Prize 三獎 974 | ,2363 5686 0410 8846 3455 2884 5697 6474 5174 1314,8238 8689 2861 6080 5758 8688 0620 2493 6879 9837,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2696/17,29-07-2017 (Sat) Draw No: 2696/17,,,,"Jackpot 1 RM 893,881.08 | Jackpot 2 RM 12,924.35 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 893,881.08 Jackpot 2 RM 12,924.35 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,861/17,30-07-2017 (Sun) Draw No: 861/17,1st Prize 首獎 1492 | 2nd Prize 二獎 7049 | 3rd Prize 三獎 9795 | ,7646 ---- 7383 ---- 8157 9215 1974 6569 ---- 8157 3454 7190 4994,4790 0877 1623 8260 8355 2135 7251 5860 9821 0754,4D Jackpot 1 Prize 4D Jackpot 2 Prize | Partially Won | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4578/17,30-07-2017 (Sun) Draw No: 4578/17,1st Prize 首獎 3803 | 2nd Prize 二獎 5762 | 3rd Prize 三獎 3184 | ,2425 9305 6139 3269 4676 4808 9718 0639 7975 3641,1159 6323 3260 6291 9707 1376 8699 3796 1595 6804,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 702,936.50 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 702,936.50"
4D Jackpot,4631/17,30-07-2017 (Sun) Draw No: 4631/17,1st 首獎 3843 Zodiac | 2nd 二獎 7653 | 3rd 三獎 7991 | ,**** 2450 6974 **** 7992 **** 7519 7835 8737 2333 9951 7424 8173,8741 3791 3952 7745 0789 4066 8414 0369 6938 2216,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 3843 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
